left	top	width	height	conf	text	name
379	1271	85	34	96.239616	That	01083.jpg
488	1274	54	32	96.239616	the	01083.jpg
566	1274	110	32	96.42054	Board	01083.jpg
699	1275	37	31	96.502945	of	01083.jpg
760	1275	143	31	96.23185	Visitors	01083.jpg
925	1275	40	31	96.476692	be	01083.jpg
988	1274	190	32	96.134941	authorized	01083.jpg
1202	1279	34	27	96.872658	to	01083.jpg
1261	1274	93	31	96.481483	make	01083.jpg
1378	1284	19	21	96.458054	a	01083.jpg
1422	1273	65	31	95.916672	sale	01083.jpg
1511	1271	37	32	96.464584	of	01083.jpg
1572	1271	55	31	96.818153	the	01083.jpg
378	1324	1249	43	-1.0		01083.jpg
378	1324	1249	43	-1.0		01083.jpg
378	1324	1249	43	-1.0		01083.jpg
378	1331	130	35	96.628143	present	01083.jpg
529	1325	125	32	96.396164	Citadel	01083.jpg
677	1326	59	31	96.578751	site	01083.jpg
756	1327	64	31	96.858681	and	01083.jpg
840	1326	163	41	96.272163	buildings	01083.jpg
1023	1332	34	25	96.891632	at	01083.jpg
1078	1326	79	31	96.186554	such	01083.jpg
1178	1326	87	36	96.186554	time,	01083.jpg
1287	1324	114	36	96.501053	within	01083.jpg
1421	1324	92	31	96.970665	three	01083.jpg
1533	1332	94	31	96.906998	years	01083.jpg
378	1373	1250	46	-1.0		01083.jpg
378	1373	1250	46	-1.0		01083.jpg
378	1373	1250	46	-1.0		01083.jpg
378	1376	88	32	96.324409	after	01083.jpg
484	1377	54	31	96.801407	the	01083.jpg
557	1378	155	40	96.544525	approval	01083.jpg
733	1378	37	31	96.26683	of	01083.jpg
790	1378	64	31	97.017578	this	01083.jpg
874	1377	201	37	96.628296	Resolution,	01083.jpg
1094	1388	36	20	96.989395	as	01083.jpg
1150	1377	31	31	96.897263	in	01083.jpg
1201	1377	84	31	96.818428	their	01083.jpg
1305	1377	171	42	96.563644	judgment	01083.jpg
1496	1384	74	30	96.917282	may	01083.jpg
1589	1373	39	31	96.861313	be	01083.jpg
378	1425	1251	44	-1.0		01083.jpg
378	1425	1251	44	-1.0		01083.jpg
378	1425	1251	44	-1.0		01083.jpg
378	1434	84	25	96.471169	most	01083.jpg
480	1429	252	40	96.442909	advantageous,	01083.jpg
750	1430	64	31	96.409241	and	01083.jpg
833	1430	69	31	96.567604	that	01083.jpg
920	1430	53	31	96.941238	the	01083.jpg
992	1429	155	40	95.7715	proceeds	01083.jpg
1166	1428	37	31	95.7715	of	01083.jpg
1224	1429	79	31	96.54821	such	01083.jpg
1323	1429	66	30	96.1334	sale	01083.jpg
1407	1427	39	31	96.720833	be	01083.jpg
1465	1426	76	41	96.720833	paid	01083.jpg
1562	1425	67	31	96.895699	into	01083.jpg
378	1477	1252	45	-1.0		01083.jpg
378	1477	1252	45	-1.0		01083.jpg
378	1477	1252	45	-1.0		01083.jpg
378	1480	53	31	96.757568	the	01083.jpg
454	1479	90	33	96.812683	State	01083.jpg
564	1486	149	35	95.864723	treasury	01083.jpg
734	1486	34	26	96.362801	to	01083.jpg
790	1481	125	41	96.557007	replace	01083.jpg
937	1481	53	31	96.569122	the	01083.jpg
1014	1480	100	32	96.569122	funds	01083.jpg
1136	1480	121	39	96.265961	hereby	01083.jpg
1278	1477	247	43	93.257133	appropriated:	01083.jpg
1550	1477	80	30	92.693321	Pro-	01083.jpg
378	1528	1253	45	-1.0		01083.jpg
378	1528	1253	45	-1.0		01083.jpg
378	1528	1253	45	-1.0		01083.jpg
378	1531	105	37	96.523911	vided,	01083.jpg
504	1530	86	33	96.56324	That	01083.jpg
610	1532	116	31	96.634735	should	01083.jpg
747	1533	54	31	96.786972	the	01083.jpg
821	1533	155	40	96.511925	proceeds	01083.jpg
998	1531	129	32	96.50769	thereof	01083.jpg
1150	1532	120	31	96.761902	exceed	01083.jpg
1293	1531	51	32	96.099342	six	01083.jpg
1365	1529	150	33	91.371437	hundred	01083.jpg
1536	1528	95	32	91.371437	thou-	01083.jpg
378	1578	1252	46	-1.0		01083.jpg
378	1578	1252	46	-1.0		01083.jpg
378	1578	1252	46	-1.0		01083.jpg
378	1583	79	31	96.693916	sand	01083.jpg
477	1583	120	31	96.733673	dollars	01083.jpg
616	1593	63	30	93.290863	any	01083.jpg
698	1584	151	40	93.256187	overplus	01083.jpg
869	1584	81	31	96.535149	shall	01083.jpg
969	1584	39	30	96.997749	be	01083.jpg
1027	1582	156	33	96.442764	available	01083.jpg
1205	1582	54	32	96.959824	for	01083.jpg
1278	1583	54	31	96.799965	the	01083.jpg
1352	1579	222	35	96.580849	construction	01083.jpg
1594	1578	36	32	96.94445	of	01083.jpg
378	1633	1254	43	-1.0		01083.jpg
378	1633	1254	43	-1.0		01083.jpg
378	1633	1254	43	-1.0		01083.jpg
378	1634	176	31	96.519646	additional	01083.jpg
578	1634	162	42	96.26162	buildings	01083.jpg
764	1645	42	21	96.728363	on	01083.jpg
829	1635	54	31	96.199631	the	01083.jpg
906	1646	71	20	96.199631	new	01083.jpg
1001	1634	127	33	96.005196	Citadel	01083.jpg
1152	1634	59	31	96.763168	site	01083.jpg
1234	1644	37	21	95.999069	as	01083.jpg
1295	1633	171	41	93.230362	originally	01083.jpg
1489	1637	143	25	90.441483	contem-	01083.jpg
378	1685	660	40	-1.0		01083.jpg
378	1685	660	40	-1.0		01083.jpg
378	1685	660	40	-1.0		01083.jpg
378	1686	106	39	96.82946	plated	01083.jpg
503	1686	32	30	95.086815	in	01083.jpg
553	1686	53	31	96.71402	the	01083.jpg
625	1686	64	31	96.475754	Act	01083.jpg
706	1686	37	32	96.714592	of	01083.jpg
763	1686	117	32	95.896156	March	01083.jpg
899	1686	29	38	95.896156	7,	01083.jpg
949	1685	89	33	95.452637	1919.	01083.jpg
429	1758	1206	45	-1.0		01083.jpg
429	1758	1206	45	-1.0		01083.jpg
429	1758	1206	45	-1.0		01083.jpg
429	1761	19	41	93.276054	§	01083.jpg
469	1763	35	31	94.606369	4.	01083.jpg
526	1762	86	33	95.813744	That	01083.jpg
630	1764	42	30	95.813744	all	01083.jpg
693	1764	81	31	96.468727	Acts	01083.jpg
794	1763	64	32	95.586296	and	01083.jpg
878	1768	90	35	95.586296	parts	01083.jpg
989	1762	37	31	96.957306	of	01083.jpg
1049	1763	81	31	96.81749	Acts	01083.jpg
1152	1762	213	31	96.145721	inconsistent	01083.jpg
1384	1759	80	32	96.782402	with	01083.jpg
1484	1758	65	32	96.829559	this	01083.jpg
1571	1758	64	31	96.869896	Act	01083.jpg
377	1815	374	41	-1.0		01083.jpg
377	1815	374	41	-1.0		01083.jpg
377	1815	374	41	-1.0		01083.jpg
377	1825	54	21	96.245415	are	01083.jpg
451	1815	120	40	96.245415	hereby	01083.jpg
592	1815	159	41	96.922638	repealed.	01083.jpg
428	1884	1207	46	-1.0		01083.jpg
428	1884	1207	46	-1.0		01083.jpg
428	1884	1207	46	-1.0		01083.jpg
428	1889	19	40	92.889595	§	01083.jpg
463	1889	34	33	95.483864	5.	01083.jpg
513	1889	86	33	96.25692	That	01083.jpg
612	1890	65	32	96.094971	this	01083.jpg
692	1891	63	31	96.737167	Act	01083.jpg
770	1890	81	32	96.961006	shall	01083.jpg
866	1891	74	31	96.846199	take	01083.jpg
956	1890	99	32	96.435448	effect	01083.jpg
1070	1889	221	41	96.4338	immediately	01083.jpg
1307	1898	87	30	96.600739	upon	01083.jpg
1410	1887	54	31	96.600739	the	01083.jpg
1480	1884	155	42	96.70488	approval	01083.jpg
377	1942	309	32	-1.0		01083.jpg
377	1942	309	32	-1.0		01083.jpg
377	1942	309	32	-1.0		01083.jpg
377	1942	36	31	95.373848	of	01083.jpg
433	1942	53	31	95.373848	the	01083.jpg
505	1942	181	32	96.587257	Governor.	01083.jpg
418	1992	883	42	-1.0		01083.jpg
418	1992	883	42	-1.0		01083.jpg
418	1992	883	42	-1.0		01083.jpg
418	1994	178	40	96.748978	Approved	01083.jpg
616	1993	55	31	96.967659	the	01083.jpg
694	1993	74	32	96.428238	10th	01083.jpg
789	1994	62	39	96.813568	day	01083.jpg
872	1993	37	32	96.859261	of	01083.jpg
929	1993	130	37	96.396591	March,	01083.jpg
1080	1993	42	31	93.229141	A.	01083.jpg
1146	1994	39	31	90.71579	D.	01083.jpg
1210	1992	91	33	96.306534	1920.	01083.jpg
0	0	2200	2600	-1.0		01084.jpg
870	246	168	33	-1.0		01084.jpg
870	246	168	33	-1.0		01084.jpg
870	246	168	33	-1.0		01084.jpg
870	246	67	33	96.501289	No.	01084.jpg
954	246	84	33	96.305786	895.	01084.jpg
340	310	1236	50	-1.0		01084.jpg
340	310	1236	50	-1.0		01084.jpg
340	310	1236	50	-1.0		01084.jpg
340	322	35	31	96.367096	A	01084.jpg
404	321	141	33	96.548393	JOINT	01084.jpg
574	310	298	45	96.5345	RESOLUTION	01084.jpg
903	326	39	28	96.835861	to	01084.jpg
973	321	206	33	96.247337	Authorize	01084.jpg
1209	321	75	32	96.680946	and	01084.jpg
1317	320	160	40	96.312614	Require	01084.jpg
1509	321	67	32	96.312614	the	01084.jpg
438	371	1140	40	-1.0		01084.jpg
438	371	1140	40	-1.0		01084.jpg
438	371	1140	40	-1.0		01084.jpg
438	372	145	39	96.330544	County	01084.jpg
601	373	201	32	96.344704	Treasurer	01084.jpg
819	372	41	32	96.713043	of	01084.jpg
879	372	122	39	96.503067	Horry	01084.jpg
1019	372	145	39	96.133095	County	01084.jpg
1182	377	39	27	96.635262	to	01084.jpg
1241	372	76	39	96.605164	Pay	01084.jpg
1335	371	100	33	96.353912	Over	01084.jpg
1453	377	40	27	96.448235	to	01084.jpg
1511	372	67	32	96.808762	the	01084.jpg
438	422	1139	40	-1.0		01084.jpg
438	422	1139	40	-1.0		01084.jpg
438	422	1139	40	-1.0		01084.jpg
438	423	145	39	96.462311	County	01084.jpg
599	423	122	36	96.411827	Board	01084.jpg
739	423	41	32	96.411827	of	01084.jpg
797	423	300	33	96.550804	Commissioners	01084.jpg
1114	422	151	33	96.079102	Certain	01084.jpg
1284	423	124	32	95.192513	Funds	01084.jpg
1427	423	93	31	96.535706	Now	01084.jpg
1538	422	39	32	96.773575	in	01084.jpg
439	473	1139	39	-1.0		01084.jpg
439	473	1139	39	-1.0		01084.jpg
439	473	1139	39	-1.0		01084.jpg
439	474	67	32	96.638405	His	01084.jpg
539	474	141	38	95.340973	Hands,	01084.jpg
715	474	144	32	95.827515	Known	01084.jpg
893	485	42	21	95.827515	as	01084.jpg
968	473	64	33	96.750603	the	01084.jpg
1066	473	173	39	95.652214	Building	01084.jpg
1275	473	117	39	96.725014	Fund,	01084.jpg
1427	473	75	33	87.167755	and	01084.jpg
1537	478	41	28	87.167755	to	01084.jpg
437	524	1141	39	-1.0		01084.jpg
437	524	1141	39	-1.0		01084.jpg
437	524	1141	39	-1.0		01084.jpg
437	524	205	32	95.957672	Authorize	01084.jpg
660	524	65	33	96.482033	the	01084.jpg
742	524	87	33	96.180786	Said	01084.jpg
849	524	121	33	96.667282	Board	01084.jpg
990	524	41	32	96.872269	of	01084.jpg
1050	524	145	39	96.475639	County	01084.jpg
1213	524	304	33	94.906242	Commissioners	01084.jpg
1536	529	42	27	96.737831	to	01084.jpg
439	575	1139	39	-1.0		01084.jpg
439	575	1139	39	-1.0		01084.jpg
439	575	1139	39	-1.0		01084.jpg
439	576	73	32	96.525871	Use	01084.jpg
528	575	64	32	96.62368	the	01084.jpg
609	575	108	32	95.899361	Same	01084.jpg
732	575	61	32	96.731323	for	01084.jpg
809	575	64	32	96.532913	the	01084.jpg
891	575	169	32	96.230171	Erection	01084.jpg
1076	575	41	32	96.230171	of	01084.jpg
1134	587	24	20	96.231339	a	01084.jpg
1175	575	136	39	96.574173	Bridge	01084.jpg
1328	575	100	32	95.163933	Over	01084.jpg
1446	575	132	39	95.782379	Upper	01084.jpg
437	626	376	32	-1.0		01084.jpg
437	626	376	32	-1.0		01084.jpg
437	626	376	32	-1.0		01084.jpg
437	626	237	32	96.489067	Waccamaw	01084.jpg
694	626	119	32	96.2052	River.	01084.jpg
383	700	1194	41	-1.0		01084.jpg
383	700	1194	41	-1.0		01084.jpg
383	700	1194	41	-1.0		01084.jpg
383	702	165	36	96.587776	Whereas,	01084.jpg
567	700	105	33	96.116508	There	01084.jpg
691	702	25	31	95.827599	is	01084.jpg
735	713	72	19	95.827599	now	01084.jpg
826	702	31	30	95.574623	in	01084.jpg
877	702	52	31	96.668076	the	01084.jpg
947	702	102	31	96.837601	hands	01084.jpg
1068	702	36	31	96.835533	of	01084.jpg
1124	702	52	31	96.760628	the	01084.jpg
1195	702	127	39	96.73674	County	01084.jpg
1341	701	179	32	96.529785	Treasurer	01084.jpg
1539	702	38	31	96.887596	of	01084.jpg
342	753	1238	40	-1.0		01084.jpg
342	753	1238	40	-1.0		01084.jpg
342	753	1238	40	-1.0		01084.jpg
342	753	110	39	96.620522	Horry	01084.jpg
471	759	117	33	96.084274	county	01084.jpg
607	754	53	29	96.386314	the	01084.jpg
679	763	70	20	96.386314	sum	01084.jpg
768	753	36	30	96.656456	of	01084.jpg
824	753	113	30	96.22757	twelve	01084.jpg
957	753	146	31	96.62709	hundred	01084.jpg
1123	754	63	30	96.31279	and	01084.jpg
1207	753	142	40	96.266373	fifty-six	01084.jpg
1368	754	64	30	96.159676	and	01084.jpg
1456	753	124	38	96.146645	16/100	01084.jpg
347	803	1232	41	-1.0		01084.jpg
347	803	1232	41	-1.0		01084.jpg
347	803	1232	41	-1.0		01084.jpg
347	803	200	40	96.316765	($1,256.16)	01084.jpg
577	804	128	36	95.797768	dollars,	01084.jpg
730	803	103	31	96.777863	which	01084.jpg
859	804	25	29	96.00029	is	01084.jpg
909	804	73	30	96.247917	held	01084.jpg
1006	804	40	39	96.37439	by	01084.jpg
1071	804	66	30	96.130646	him	01084.jpg
1160	804	63	31	96.130646	and	01084.jpg
1248	804	186	40	96.252251	designated	01084.jpg
1459	814	42	20	94.914108	on	01084.jpg
1525	805	54	30	94.914108	his	01084.jpg
342	852	713	42	-1.0		01084.jpg
342	852	713	42	-1.0		01084.jpg
342	852	713	42	-1.0		01084.jpg
342	855	128	30	95.935966	records	01084.jpg
488	865	35	20	95.935966	as	01084.jpg
540	854	174	40	96.261139	“Building	01084.jpg
732	852	93	33	46.020866	Fund	01084.jpg
836	854	27	37	46.020866	;”	01084.jpg
881	854	174	36	96.941307	therefore,	01084.jpg
391	927	1188	40	-1.0		01084.jpg
391	927	1188	40	-1.0		01084.jpg
391	927	1188	40	-1.0		01084.jpg
391	927	145	33	96.55056	Section	01084.jpg
565	929	31	30	96.165092	1.	01084.jpg
624	927	146	39	96.456238	County	01084.jpg
795	928	202	32	96.383698	Treasurer	01084.jpg
1022	928	41	32	96.476128	of	01084.jpg
1089	928	123	39	96.754364	Horry	01084.jpg
1237	928	146	39	96.914207	County	01084.jpg
1408	933	40	28	96.506599	to	01084.jpg
1474	928	105	33	96.214302	Turn	01084.jpg
343	978	1237	39	-1.0		01084.jpg
343	978	1237	39	-1.0		01084.jpg
343	978	1237	39	-1.0		01084.jpg
343	978	100	33	95.695862	Over	01084.jpg
474	978	196	39	96.48127	“Building	01084.jpg
702	978	129	33	96.266068	Fund”	01084.jpg
862	983	39	28	96.497055	to	01084.jpg
931	978	146	39	93.18998	County	01084.jpg
1106	978	414	33	90.759148	Commissioners.—Be	01084.jpg
1555	981	25	31	93.100403	it	01084.jpg
343	1030	1236	40	-1.0		01084.jpg
343	1030	1236	40	-1.0		01084.jpg
343	1030	1236	40	-1.0		01084.jpg
343	1031	144	30	96.321022	resolved	01084.jpg
507	1031	40	38	96.457947	by	01084.jpg
566	1031	54	30	96.22747	the	01084.jpg
639	1030	135	31	95.888077	General	01084.jpg
796	1031	169	39	96.024666	Assembly	01084.jpg
985	1030	36	31	96.408958	of	01084.jpg
1041	1031	53	30	96.408958	the	01084.jpg
1116	1031	89	31	96.510887	State	01084.jpg
1225	1031	36	31	96.335518	of	01084.jpg
1284	1031	102	32	96.646744	South	01084.jpg
1406	1031	173	32	96.543709	Carolina:	01084.jpg
343	1080	1236	41	-1.0		01084.jpg
343	1080	1236	41	-1.0		01084.jpg
343	1080	1236	41	-1.0		01084.jpg
343	1080	84	32	96.333618	That	01084.jpg
449	1081	213	39	96.656693	immediately	01084.jpg
682	1091	86	29	96.718323	upon	01084.jpg
790	1081	52	31	96.479683	the	01084.jpg
862	1082	153	39	96.652313	approval	01084.jpg
1036	1081	36	31	96.792664	of	01084.jpg
1093	1081	63	31	96.102661	this	01084.jpg
1177	1083	62	29	96.911156	Act	01084.jpg
1259	1082	41	38	96.673889	by	01084.jpg
1321	1082	54	31	96.582672	the	01084.jpg
1395	1082	184	37	96.391556	Governor,	01084.jpg
342	1130	1238	41	-1.0		01084.jpg
342	1130	1238	41	-1.0		01084.jpg
342	1130	1238	41	-1.0		01084.jpg
342	1132	53	30	96.563385	the	01084.jpg
416	1131	127	40	95.821236	County	01084.jpg
565	1130	177	32	96.190605	Treasurer	01084.jpg
763	1132	36	30	96.749573	of	01084.jpg
822	1132	110	39	96.541466	Horry	01084.jpg
952	1138	118	33	96.05909	county	01084.jpg
1091	1132	27	31	96.431412	is	01084.jpg
1139	1132	187	32	96.369751	authorized	01084.jpg
1347	1133	63	31	96.608093	and	01084.jpg
1433	1133	147	32	96.608093	directed	01084.jpg
342	1182	1239	42	-1.0		01084.jpg
342	1182	1239	42	-1.0		01084.jpg
342	1182	1239	42	-1.0		01084.jpg
342	1188	33	25	95.73233	to	01084.jpg
392	1188	74	25	95.73233	turn	01084.jpg
485	1193	76	20	96.44854	over	01084.jpg
578	1187	33	25	96.44854	to	01084.jpg
629	1183	52	30	96.715584	the	01084.jpg
700	1182	127	40	96.02636	County	01084.jpg
846	1183	106	30	96.02636	Board	01084.jpg
971	1182	36	31	96.418655	of	01084.jpg
1026	1182	268	32	95.795174	Commissioners	01084.jpg
1313	1183	37	31	96.361168	of	01084.jpg
1370	1184	69	31	95.944534	said	01084.jpg
1457	1190	124	34	87.302582	county	01084.jpg
342	1233	1238	40	-1.0		01084.jpg
342	1233	1238	40	-1.0		01084.jpg
342	1233	1238	40	-1.0		01084.jpg
342	1233	52	30	95.58271	the	01084.jpg
411	1243	70	20	95.58271	sum	01084.jpg
497	1233	36	30	96.563576	of	01084.jpg
549	1233	113	30	96.459023	twelve	01084.jpg
678	1233	146	31	96.435005	hundred	01084.jpg
841	1233	141	40	96.137253	fifty-six	01084.jpg
999	1234	62	30	96.137253	and	01084.jpg
1083	1233	120	39	96.556091	16/100	01084.jpg
1224	1233	200	40	96.491776	($1,256.16)	01084.jpg
1446	1235	134	35	96.827538	dollars,	01084.jpg
341	1282	601	41	-1.0		01084.jpg
341	1282	601	41	-1.0		01084.jpg
341	1282	601	41	-1.0		01084.jpg
341	1284	73	31	96.460922	held	01084.jpg
432	1284	41	39	95.750549	by	01084.jpg
491	1284	66	30	94.938995	him	01084.jpg
574	1294	35	20	96.101562	as	01084.jpg
627	1283	173	40	96.144585	“Building	01084.jpg
819	1282	123	32	95.678406	Fund.”	01084.jpg
393	1356	1187	42	-1.0		01084.jpg
393	1356	1187	42	-1.0		01084.jpg
393	1356	1187	42	-1.0		01084.jpg
393	1357	17	39	93.244072	§	01084.jpg
427	1358	33	31	96.149506	2.	01084.jpg
476	1356	53	33	96.255981	To	01084.jpg
543	1357	51	32	96.499794	Be	01084.jpg
608	1357	99	32	96.713478	Used	01084.jpg
722	1357	60	32	96.235199	for	01084.jpg
796	1357	136	39	96.471123	Bridge	01084.jpg
946	1357	99	33	95.944633	Over	01084.jpg
1059	1358	128	39	96.676964	Upper	01084.jpg
1200	1358	239	33	96.578148	Waccamaw	01084.jpg
1453	1359	127	39	96.744095	River,	01084.jpg
343	1406	1237	44	-1.0		01084.jpg
343	1406	1237	44	-1.0		01084.jpg
343	1406	1237	44	-1.0		01084.jpg
343	1406	34	33	88.735672	If	01084.jpg
406	1407	187	33	95.755318	Sufficient	01084.jpg
625	1407	123	33	93.131477	Funds	01084.jpg
778	1408	345	36	78.276695	Available.—That	01084.jpg
1154	1411	53	30	96.223923	the	01084.jpg
1238	1411	128	39	92.759018	County	01084.jpg
1398	1414	110	28	15.445496	woard	01084.jpg
1541	1411	39	31	96.759926	of	01084.jpg
342	1459	1240	41	-1.0		01084.jpg
342	1459	1240	41	-1.0		01084.jpg
342	1459	1240	41	-1.0		01084.jpg
342	1459	267	32	96.471016	Commissioners	01084.jpg
636	1460	36	30	96.925995	of	01084.jpg
700	1460	110	39	96.595093	Horry	01084.jpg
837	1467	117	33	96.94635	county	01084.jpg
981	1471	54	20	96.331673	are	01084.jpg
1062	1461	118	38	93.056885	hereby	01084.jpg
1207	1462	198	35	90.864586	authorizea,	01084.jpg
1434	1463	148	31	96.462372	directed	01084.jpg
341	1511	1240	40	-1.0		01084.jpg
341	1511	1240	40	-1.0		01084.jpg
341	1511	1240	40	-1.0		01084.jpg
341	1512	62	30	95.88546	and	01084.jpg
419	1511	200	40	95.88546	empowered	01084.jpg
637	1517	33	24	96.875046	to	01084.jpg
686	1521	56	20	96.647194	use	01084.jpg
759	1511	52	30	96.417717	the	01084.jpg
830	1511	67	31	95.997688	said	01084.jpg
915	1521	70	21	96.513	sum	01084.jpg
1003	1511	35	31	96.58474	of	01084.jpg
1057	1512	113	30	96.493332	twelve	01084.jpg
1187	1512	147	31	96.135086	hundred	01084.jpg
1352	1512	144	39	96.665619	fifty-six	01084.jpg
1513	1514	68	31	96.436317	and	01084.jpg
345	1560	1237	43	-1.0		01084.jpg
345	1560	1237	43	-1.0		01084.jpg
345	1560	1237	43	-1.0		01084.jpg
345	1561	120	39	96.534645	16/100	01084.jpg
486	1560	200	41	96.328018	($1,256.16)	01084.jpg
710	1562	118	30	95.950768	dollars	01084.jpg
847	1561	30	31	96.362534	in	01084.jpg
896	1562	53	30	96.362534	the	01084.jpg
967	1562	139	31	96.687424	erection	01084.jpg
1125	1562	36	31	96.035164	of	01084.jpg
1180	1573	18	20	96.035164	a	01084.jpg
1217	1563	111	39	96.657585	bridge	01084.jpg
1345	1573	111	20	96.520592	across	01084.jpg
1474	1573	108	30	96.963676	upper	01084.jpg
342	1612	1239	41	-1.0		01084.jpg
342	1612	1239	41	-1.0		01084.jpg
342	1612	1239	41	-1.0		01084.jpg
342	1612	203	32	96.035461	Waccamaw	01084.jpg
568	1612	107	35	96.154495	River,	01084.jpg
696	1618	32	25	96.669327	at	01084.jpg
749	1613	77	30	96.472595	such	01084.jpg
846	1623	18	20	96.472595	a	01084.jpg
884	1613	89	39	96.777153	place	01084.jpg
993	1623	35	21	96.926537	as	01084.jpg
1050	1614	73	39	96.531883	they	01084.jpg
1144	1624	72	29	96.404968	may	01084.jpg
1238	1614	91	30	96.664391	deem	01084.jpg
1350	1620	85	24	93.047089	most	01084.jpg
1456	1614	125	31	92.483757	advan-	01084.jpg
342	1655	1240	51	-1.0		01084.jpg
342	1655	1240	51	-1.0		01084.jpg
342	1655	1240	51	-1.0		01084.jpg
342	1670	131	35	93.222931	tageous	01084.jpg
496	1670	34	24	96.655563	to	01084.jpg
552	1663	53	30	96.850021	the	01084.jpg
627	1663	157	40	96.933792	traveling	01084.jpg
804	1663	124	40	96.689972	public;	01084.jpg
949	1664	63	30	96.689972	and	01084.jpg
1034	1655	32	38	96.81601	in	01084.jpg
1089	1664	52	30	96.81601	the	01084.jpg
1163	1670	93	25	96.74794	event	01084.jpg
1278	1664	52	31	96.94249	the	01084.jpg
1355	1665	69	30	96.94249	said	01084.jpg
1447	1665	135	41	96.852646	County	01084.jpg
341	1713	1240	43	-1.0		01084.jpg
341	1713	1240	43	-1.0		01084.jpg
341	1713	1240	43	-1.0		01084.jpg
341	1714	268	32	95.864983	Commissioners	01084.jpg
628	1713	64	31	96.747864	find	01084.jpg
710	1714	63	30	96.583145	this	01084.jpg
794	1714	80	31	96.964088	fund	01084.jpg
893	1720	33	25	96.907082	to	01084.jpg
943	1714	38	31	96.987724	be	01084.jpg
1001	1714	188	31	95.792801	insufficient	01084.jpg
1209	1720	33	25	96.980896	to	01084.jpg
1261	1720	84	26	96.383545	erect	01084.jpg
1364	1715	69	31	96.379028	said	01084.jpg
1454	1716	127	40	96.379028	bridge,	01084.jpg
342	1763	1240	43	-1.0		01084.jpg
342	1763	1240	43	-1.0		01084.jpg
342	1763	1240	43	-1.0		01084.jpg
342	1767	72	39	96.724037	they	01084.jpg
441	1775	55	21	96.860641	are	01084.jpg
521	1763	185	31	96.34243	authorized	01084.jpg
732	1770	33	25	96.753807	to	01084.jpg
791	1765	75	30	95.976982	hold	01084.jpg
893	1764	68	31	95.976982	said	01084.jpg
989	1775	80	26	96.312668	sum,	01084.jpg
1095	1766	145	39	96.711327	together	01084.jpg
1267	1766	77	30	96.775444	with	01084.jpg
1371	1767	41	29	95.608459	all	01084.jpg
1439	1768	143	31	95.608459	accrued	01084.jpg
342	1813	1239	45	-1.0		01084.jpg
342	1813	1239	45	-1.0		01084.jpg
342	1813	1239	45	-1.0		01084.jpg
342	1816	141	34	97.000389	interest,	01084.jpg
505	1813	79	31	96.48896	until	01084.jpg
606	1824	18	20	96.766396	a	01084.jpg
646	1815	154	30	94.916687	sufficient	01084.jpg
822	1826	70	20	96.655617	sum	01084.jpg
915	1821	33	25	96.210358	to	01084.jpg
971	1816	198	39	96.341103	supplement	01084.jpg
1191	1817	62	30	96.341103	this	01084.jpg
1276	1822	132	26	96.572189	amount	01084.jpg
1432	1817	27	31	96.425362	is	01084.jpg
1481	1818	100	40	96.237236	given	01084.jpg
340	1865	1241	42	-1.0		01084.jpg
340	1865	1241	42	-1.0		01084.jpg
340	1865	1241	42	-1.0		01084.jpg
340	1868	97	33	96.29583	them,	01084.jpg
455	1865	101	30	96.538872	either	01084.jpg
573	1865	41	38	96.953621	by	01084.jpg
630	1866	239	39	96.697449	appropriation	01084.jpg
886	1876	37	21	96.990456	or	01084.jpg
939	1866	180	37	96.68428	otherwise,	01084.jpg
1136	1872	32	25	96.884079	at	01084.jpg
1186	1867	103	31	96.691704	which	01084.jpg
1307	1867	75	31	96.615807	time	01084.jpg
1401	1868	76	39	96.615807	they	01084.jpg
1496	1869	85	31	96.735741	shall	01084.jpg
347	1915	799	40	-1.0		01084.jpg
347	1915	799	40	-1.0		01084.jpg
347	1915	799	40	-1.0		01084.jpg
347	1918	69	34	60.999947	hen	01084.jpg
434	1920	85	26	96.733833	erect	01084.jpg
536	1915	53	30	96.61441	the	01084.jpg
606	1915	109	40	96.008568	bridge	01084.jpg
733	1927	35	20	96.074776	as	01084.jpg
786	1916	139	31	96.598549	directed	01084.jpg
944	1917	32	30	95.985367	in	01084.jpg
994	1917	62	31	95.985367	this	01084.jpg
1074	1918	72	30	96.027321	Act.	01084.jpg
393	1988	1189	52	-1.0		01084.jpg
393	1988	1189	52	-1.0		01084.jpg
393	1988	1189	52	-1.0		01084.jpg
393	1989	18	38	93.185852	§	01084.jpg
432	1989	33	30	95.943588	3.	01084.jpg
486	1988	77	31	96.975693	This	01084.jpg
582	1989	62	30	96.904472	Act	01084.jpg
663	1990	77	30	96.868843	shall	01084.jpg
760	1992	71	29	97.009354	take	01084.jpg
849	1991	95	31	96.963142	effect	01084.jpg
963	1991	213	41	96.645462	immediately	01084.jpg
1196	2003	86	30	96.704628	upon	01084.jpg
1302	1993	39	31	96.965797	its	01084.jpg
1360	1996	156	37	96.444321	approval	01084.jpg
1537	1996	45	44	96.297089	by	01084.jpg
341	2039	254	31	-1.0		01084.jpg
341	2039	254	31	-1.0		01084.jpg
341	2039	254	31	-1.0		01084.jpg
341	2041	53	29	96.611526	the	01084.jpg
419	2039	176	31	96.658745	Governor.	01084.jpg
384	2090	844	40	-1.0		01084.jpg
384	2090	844	40	-1.0		01084.jpg
